antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_len,consequents_len,antecedents_TF_motif,antecedents_dir,antecedents_time,consequents_TF_motif,consequents_dir,consequents_time,TF_peak_jaccard,peak_adj_lift
FOSB_pos_1,FOSL2_pos_1,0.07333333333333333,0.12666666666666668,11,1.0,7.894736842105263,0.06404444444444445,inf,0.9424460431654675,1,1,FOSB,pos,1,FOSL2,pos,1,0.5,3.9473684210526314
JUND_pos_1,FOSL2_pos_1,0.09333333333333334,0.12666666666666668,14,1.0,7.894736842105263,0.08151111111111112,inf,0.9632352941176471,1,1,JUND,pos,1,FOSL2,pos,1,0.6666666666666666,2.6315789473684212
JUNB_pos_1,FOSL2_pos_1,0.11333333333333333,0.12666666666666668,17,1.0,7.894736842105263,0.09897777777777778,inf,0.9849624060150376,1,1,JUNB,pos,1,FOSL2,pos,1,0.8636363636363636,1.076555023923445
HOXB3_neg_1,HOXB2_neg_1,0.10666666666666667,0.11333333333333333,14,0.875,7.720588235294118,0.08124444444444445,7.093333333333334,0.9744136460554372,1,1,HOXB3,neg,1,HOXB2,neg,1,0.75,1.9301470588235294
NEUROG2_neg_1,NEUROD2_neg_1,0.10666666666666667,0.11333333333333333,14,0.875,7.720588235294118,0.08124444444444445,7.093333333333334,0.9744136460554372,1,1,NEUROG2,neg,1,NEUROD2,neg,1,0.75,1.9301470588235294
FIGLA_pos_2,MSC_pos_2,0.08,0.08666666666666667,8,0.6666666666666667,7.6923076923076925,0.046400000000000004,2.7400000000000007,0.9456521739130433,1,1,FIGLA,pos,2,MSC,pos,2,0.36363636363636365,4.895104895104895
FOXD2_neg_4,JUN_pos_1,0.04666666666666667,0.09333333333333334,5,0.7142857142857142,7.653061224489795,0.028977777777777776,3.173333333333332,0.9118881118881118,1,1,FOXD2,neg,4,JUN,pos,1,0.0,7.653061224489795
FOXI1_neg_4,JUN_pos_1,0.04666666666666667,0.09333333333333334,5,0.7142857142857142,7.653061224489795,0.028977777777777776,3.173333333333332,0.9118881118881118,1,1,FOXI1,neg,4,JUN,pos,1,0.0,7.653061224489795
PROP1_neg_2,JUND_pos_1,0.04666666666666667,0.09333333333333334,5,0.7142857142857142,7.653061224489795,0.028977777777777776,3.173333333333332,0.9118881118881118,1,1,PROP1,neg,2,JUND,pos,1,0.08695652173913043,6.987577639751552
FOXP3_neg_4,JUN_pos_1,0.04666666666666667,0.09333333333333334,5,0.7142857142857142,7.653061224489795,0.028977777777777776,3.173333333333332,0.9118881118881118,1,1,FOXP3,neg,4,JUN,pos,1,0.0,7.653061224489795
RFX3_neg_4,PBX3_neg_4,0.04666666666666667,0.09333333333333334,5,0.7142857142857142,7.653061224489795,0.028977777777777776,3.173333333333332,0.9118881118881118,1,1,RFX3,neg,4,PBX3,neg,4,0.09523809523809523,6.924198250728862
FOXO4_neg_4,JUN_pos_1,0.04666666666666667,0.09333333333333334,5,0.7142857142857142,7.653061224489795,0.028977777777777776,3.173333333333332,0.9118881118881118,1,1,FOXO4,neg,4,JUN,pos,1,0.0,7.653061224489795
FOXO6_neg_4,JUN_pos_1,0.04666666666666667,0.09333333333333334,5,0.7142857142857142,7.653061224489795,0.028977777777777776,3.173333333333332,0.9118881118881118,1,1,FOXO6,neg,4,JUN,pos,1,0.0,7.653061224489795
FOS_pos_1,JUNB_pos_1,0.1,0.11333333333333333,13,0.8666666666666667,7.647058823529412,0.07533333333333334,6.650000000000002,0.9658119658119658,1,1,FOS,pos,1,JUNB,pos,1,0.56,3.3647058823529408
MIXL1_neg_1,ALX3_neg_1,0.08,0.12,11,0.9166666666666666,7.638888888888889,0.06373333333333334,10.559999999999995,0.9446640316205532,1,1,MIXL1,neg,1,ALX3,neg,1,0.6,3.055555555555556
NR4A2_pos_1,HNF1B_pos_1,0.06,0.07333333333333333,5,0.5555555555555556,7.575757575757576,0.028933333333333332,2.085,0.9234042553191489,1,1,NR4A2,pos,1,HNF1B,pos,1,0.0,7.575757575757576
FOSL1_pos_1,FOSL2_pos_1,0.10666666666666667,0.12666666666666668,15,0.9375,7.401315789473683,0.08648888888888889,13.973333333333333,0.9681592039800996,1,1,FOSL1,pos,1,FOSL2,pos,1,0.64,2.6644736842105257
NFE2_pos_1,FOSL2_pos_1,0.1,0.12666666666666668,14,0.9333333333333333,7.368421052631579,0.08066666666666666,13.100000000000003,0.9603174603174602,1,1,NFE2,pos,1,FOSL2,pos,1,0.6521739130434783,2.5629290617848968
JUN_pos_8,STAT1_pos_8,0.04,0.11333333333333333,5,0.8333333333333333,7.352941176470588,0.0288,5.319999999999998,0.8999999999999999,1,1,JUN,pos,8,STAT1,pos,8,0.14814814814814814,6.2636165577342044
JUN_pos_1,FOSL2_pos_1,0.09333333333333334,0.12666666666666668,13,0.9285714285714286,7.330827067669173,0.07484444444444445,12.226666666666672,0.9524886877828055,1,1,JUN,pos,1,FOSL2,pos,1,0.5185185185185185,3.529657477025898
KLF9_neg_8,ZNF740_neg_8,0.08,0.08,7,0.5833333333333334,7.291666666666667,0.040266666666666666,2.208,0.9378881987577639,1,1,KLF9,neg,8,ZNF740,neg,8,0.3181818181818182,4.97159090909091
ZNF740_neg_8,KLF9_neg_8,0.08,0.08,7,0.5833333333333334,7.291666666666667,0.040266666666666666,2.208,0.9378881987577639,1,1,ZNF740,neg,8,KLF9,neg,8,0.3181818181818182,4.97159090909091
RAX_neg_1,MIXL1_neg_1,0.08,0.08,7,0.5833333333333334,7.291666666666667,0.040266666666666666,2.208,0.9378881987577639,1,1,RAX,neg,1,MIXL1,neg,1,0.4444444444444444,4.0509259259259265
MIXL1_neg_1,RAX_neg_1,0.08,0.08,7,0.5833333333333334,7.291666666666667,0.040266666666666666,2.208,0.9378881987577639,1,1,MIXL1,neg,1,RAX,neg,1,0.4444444444444444,4.0509259259259265
LMX1B_pos_2,MSC_pos_2,0.05333333333333334,0.08666666666666667,5,0.625,7.211538461538462,0.02871111111111111,2.4355555555555557,0.9098591549295776,1,1,LMX1B,pos,2,MSC,pos,2,0.2,5.76923076923077
FOXB1_neg_4,MEF2C_neg_4,0.05333333333333334,0.08666666666666667,5,0.625,7.211538461538462,0.02871111111111111,2.4355555555555557,0.9098591549295776,1,1,FOXB1,neg,4,MEF2C,neg,4,0.13043478260869565,6.270903010033445
LMX1A_pos_2,MSC_pos_2,0.05333333333333334,0.08666666666666667,5,0.625,7.211538461538462,0.02871111111111111,2.4355555555555557,0.9098591549295776,1,1,LMX1A,pos,2,MSC,pos,2,0.2,5.76923076923077
SHOX_pos_2,MSC_pos_2,0.05333333333333334,0.08666666666666667,5,0.625,7.211538461538462,0.02871111111111111,2.4355555555555557,0.9098591549295776,1,1,SHOX,pos,2,MSC,pos,2,0.2,5.76923076923077
UNCX_pos_2,MSC_pos_2,0.05333333333333334,0.08666666666666667,5,0.625,7.211538461538462,0.02871111111111111,2.4355555555555557,0.9098591549295776,1,1,UNCX,pos,2,MSC,pos,2,0.2,5.76923076923077
MEOX2_neg_1,GBX2_neg_1,0.10666666666666667,0.11333333333333333,13,0.8125,7.169117647058824,0.07457777777777778,4.728888888888889,0.9632606199770379,1,1,MEOX2,neg,1,GBX2,neg,1,0.3333333333333333,4.779411764705883
FOSL1_pos_1,JUNB_pos_1,0.10666666666666667,0.11333333333333333,13,0.8125,7.169117647058824,0.07457777777777778,4.728888888888889,0.9632606199770379,1,1,FOSL1,pos,1,JUNB,pos,1,0.5833333333333334,2.9871323529411766
RFX5_neg_4,PBX3_neg_4,0.06,0.09333333333333334,6,0.6666666666666667,7.142857142857143,0.0344,2.7200000000000006,0.9148936170212766,1,1,RFX5,neg,4,PBX3,neg,4,0.13043478260869565,6.211180124223603
MAX_neg_8,SP2_neg_8,0.03333333333333333,0.14,5,1.0,7.142857142857142,0.028666666666666667,inf,0.8896551724137931,1,1,MAX,neg,8,SP2,neg,8,0.17857142857142858,5.867346938775509
MYF6_pos_2,NHLH1_pos_2,0.04666666666666667,0.14,7,1.0,7.142857142857142,0.04013333333333333,inf,0.9020979020979021,1,1,MYF6,pos,2,NHLH1,pos,2,0.13333333333333333,6.190476190476191
KLF9_neg_8,SP2_neg_8,0.08,0.14,12,1.0,7.142857142857142,0.0688,inf,0.9347826086956522,1,1,KLF9,neg,8,SP2,neg,8,0.4,4.285714285714286
ETV3_neg_8,SP2_neg_8,0.03333333333333333,0.14,5,1.0,7.142857142857142,0.028666666666666667,inf,0.8896551724137931,1,1,ETV3,neg,8,SP2,neg,8,0.03225806451612903,6.912442396313364
SP3_neg_8,SP2_neg_8,0.09333333333333334,0.14,14,1.0,7.142857142857142,0.08026666666666667,inf,0.9485294117647058,1,1,SP3,neg,8,SP2,neg,8,0.4482758620689655,3.940886699507389
SP8_neg_8,SP2_neg_8,0.08,0.14,12,1.0,7.142857142857142,0.0688,inf,0.9347826086956522,1,1,SP8,neg,8,SP2,neg,8,0.3,4.999999999999999
JUN_pos_1,NFE2_pos_1,0.09333333333333334,0.1,10,0.7142857142857142,7.1428571428571415,0.05733333333333333,3.149999999999999,0.948529411764706,1,1,JUN,pos,1,NFE2,pos,1,0.4583333333333333,3.8690476190476186
JUN_pos_1,FOS_pos_1,0.09333333333333334,0.1,10,0.7142857142857142,7.1428571428571415,0.05733333333333333,3.149999999999999,0.948529411764706,1,1,JUN,pos,1,FOS,pos,1,0.5,3.5714285714285707
PROP1_neg_2,FOS_pos_1,0.04666666666666667,0.1,5,0.7142857142857142,7.1428571428571415,0.028666666666666667,3.149999999999999,0.9020979020979021,1,1,PROP1,neg,2,FOS,pos,1,0.08,6.57142857142857
NFE2_pos_1,JUNB_pos_1,0.1,0.11333333333333333,12,0.7999999999999999,7.0588235294117645,0.06866666666666667,4.433333333333332,0.9537037037037036,1,1,NFE2,pos,1,JUNB,pos,1,0.5909090909090909,2.887700534759358
RAX_neg_1,SHOX_neg_1,0.08,0.10666666666666667,9,0.75,7.031249999999999,0.05146666666666666,3.5733333333333333,0.932367149758454,1,1,RAX,neg,1,SHOX,neg,1,0.42857142857142855,4.017857142857142
MEIS2_neg_0,POU2F2_neg_0,0.06666666666666667,0.1,7,0.7000000000000001,7.0,0.04,3.000000000000001,0.9183673469387755,1,1,MEIS2,neg,0,POU2F2,neg,0,0.2,5.6000000000000005
POU6F2_pos_0,PRDM1_pos_0,0.06,0.08,5,0.5555555555555556,6.944444444444445,0.028533333333333334,2.0700000000000003,0.9106382978723405,1,1,POU6F2,pos,0,PRDM1,pos,0,0.043478260869565216,6.642512077294686
JUN_pos_1,JUNB_pos_1,0.09333333333333334,0.11333333333333333,11,0.7857142857142857,6.932773109243698,0.06275555555555555,4.137777777777778,0.943850267379679,1,1,JUN,pos,1,JUNB,pos,1,0.46153846153846156,3.733031674208145
GSX1_pos_2,MSC_pos_2,0.06666666666666667,0.08666666666666667,6,0.6,6.9230769230769225,0.03422222222222222,2.283333333333333,0.9166666666666666,1,1,GSX1,pos,2,MSC,pos,2,0.23809523809523808,5.274725274725274
JUND_pos_1,JUN_pos_1,0.09333333333333334,0.09333333333333334,9,0.6428571428571428,6.887755102040815,0.051288888888888884,2.538666666666666,0.9428104575163399,1,1,JUND,pos,1,JUN,pos,1,0.4230769230769231,3.9737048665620085
JUN_pos_1,JUND_pos_1,0.09333333333333334,0.09333333333333334,9,0.6428571428571428,6.887755102040815,0.051288888888888884,2.538666666666666,0.9428104575163399,1,1,JUN,pos,1,JUND,pos,1,0.4230769230769231,3.9737048665620085
TEAD4_neg_0,NR2F1_neg_0,0.06666666666666667,0.07333333333333333,5,0.5,6.818181818181818,0.028444444444444446,1.8533333333333333,0.9142857142857144,1,1,TEAD4,neg,0,NR2F1,neg,0,0.13636363636363635,5.8884297520661155
FOSB_pos_1,JUN_pos_1,0.07333333333333333,0.09333333333333334,7,0.6363636363636364,6.8181818181818175,0.039822222222222224,2.493333333333333,0.920863309352518,1,1,FOSB,pos,1,JUN,pos,1,0.30434782608695654,4.743083003952568
TCF4_neg_4,ZEB1_neg_4,0.07333333333333333,0.08,6,0.5454545454545454,6.8181818181818175,0.034133333333333335,2.024,0.920863309352518,1,1,TCF4,neg,4,ZEB1,neg,4,0.3333333333333333,4.545454545454546
TFAP2B_pos_1,TFAP2A_pos_1,0.13333333333333333,0.13333333333333333,18,0.9,6.75,0.10222222222222221,8.66666666666667,0.9829059829059829,1,1,TFAP2B,pos,1,TFAP2A,pos,1,0.6904761904761905,2.0892857142857144
TFAP2A_pos_1,TFAP2B_pos_1,0.13333333333333333,0.13333333333333333,18,0.9,6.75,0.10222222222222221,8.66666666666667,0.9829059829059829,1,1,TFAP2A,pos,1,TFAP2B,pos,1,0.6904761904761905,2.0892857142857144
FOXO3_pos_2,ID4_pos_2,0.05333333333333334,0.09333333333333334,5,0.625,6.696428571428571,0.028355555555555554,2.417777777777778,0.8985915492957747,1,1,FOXO3,pos,2,ID4,pos,2,0.09090909090909091,6.087662337662337
JUN_pos_1,FOSL1_pos_1,0.09333333333333334,0.10666666666666667,10,0.7142857142857142,6.69642857142857,0.05671111111111111,3.1266666666666656,0.9382352941176471,1,1,JUN,pos,1,FOSL1,pos,1,0.46153846153846156,3.60576923076923
PROP1_neg_2,FOSL1_pos_1,0.04666666666666667,0.10666666666666667,5,0.7142857142857142,6.69642857142857,0.028355555555555554,3.1266666666666656,0.8923076923076922,1,1,PROP1,neg,2,FOSL1,pos,1,0.08333333333333333,6.138392857142856
RAX_neg_1,UNCX_neg_1,0.08,0.1,8,0.6666666666666667,6.666666666666667,0.04533333333333334,2.7000000000000006,0.9239130434782608,1,1,RAX,neg,1,UNCX,neg,1,0.38095238095238093,4.126984126984127
NR4A2_pos_1,TFAP2B_pos_1,0.06,0.13333333333333333,8,0.888888888888889,6.666666666666667,0.04533333333333334,7.800000000000004,0.9042553191489362,1,1,NR4A2,pos,1,TFAP2B,pos,1,0.017857142857142856,6.5476190476190474
NR4A2_pos_1,TFAP2A_pos_1,0.06,0.13333333333333333,8,0.888888888888889,6.666666666666667,0.04533333333333334,7.800000000000004,0.9042553191489362,1,1,NR4A2,pos,1,TFAP2A,pos,1,0.015384615384615385,6.564102564102565
NR4A2_pos_1,PITX3_pos_1,0.06,0.1,6,0.6666666666666667,6.666666666666667,0.034,2.7000000000000006,0.9042553191489362,1,1,NR4A2,pos,1,PITX3,pos,1,0.0,6.666666666666667
RAX_neg_1,LMX1A_neg_1,0.08,0.1,8,0.6666666666666667,6.666666666666667,0.04533333333333334,2.7000000000000006,0.9239130434782608,1,1,RAX,neg,1,LMX1A,neg,1,0.38095238095238093,4.126984126984127
KLF16_neg_8,SP2_neg_8,0.09333333333333334,0.14,13,0.9285714285714286,6.63265306122449,0.0736,12.040000000000004,0.9366515837104072,1,1,KLF16,neg,8,SP2,neg,8,0.41935483870967744,3.851217906517445
CEBPA_pos_8,STAT1_pos_8,0.08,0.11333333333333333,9,0.75,6.61764705882353,0.05093333333333333,3.546666666666667,0.9227053140096618,1,1,CEBPA,pos,8,STAT1,pos,8,0.20689655172413793,5.248478701825558
MIXL1_neg_1,GSX1_neg_1,0.08,0.11333333333333333,9,0.75,6.61764705882353,0.05093333333333333,3.546666666666667,0.9227053140096618,1,1,MIXL1,neg,1,GSX1,neg,1,0.36363636363636365,4.211229946524065
MEOX2_neg_1,HOXB2_neg_1,0.10666666666666667,0.11333333333333333,12,0.75,6.61764705882353,0.06791111111111112,3.546666666666667,0.9502487562189056,1,1,MEOX2,neg,1,HOXB2,neg,1,0.37037037037037035,4.166666666666667
ZNF740_neg_8,SP2_neg_8,0.08,0.14,11,0.9166666666666666,6.547619047619047,0.06213333333333333,10.319999999999995,0.9209486166007904,1,1,ZNF740,neg,8,SP2,neg,8,0.4642857142857143,3.507653061224489
HOXB3_neg_1,MEOX2_neg_1,0.10666666666666667,0.10666666666666667,11,0.6875,6.4453125,0.061955555555555555,2.8586666666666667,0.9457259158751697,1,1,HOXB3,neg,1,MEOX2,neg,1,0.2857142857142857,4.603794642857143
MEOX2_neg_1,HOXB3_neg_1,0.10666666666666667,0.10666666666666667,11,0.6875,6.4453125,0.061955555555555555,2.8586666666666667,0.9457259158751697,1,1,MEOX2,neg,1,HOXB3,neg,1,0.2857142857142857,4.603794642857143
LEF1_neg_4,MEF2C_neg_4,0.06,0.08666666666666667,5,0.5555555555555556,6.410256410256411,0.028133333333333333,2.055,0.897872340425532,1,1,LEF1,neg,4,MEF2C,neg,4,0.18181818181818182,5.244755244755245
FOXC1_neg_4,MEF2C_neg_4,0.06,0.08666666666666667,5,0.5555555555555556,6.410256410256411,0.028133333333333333,2.055,0.897872340425532,1,1,FOXC1,neg,4,MEF2C,neg,4,0.13043478260869565,5.574136008918618
FOXD2_neg_4,JUNB_pos_1,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,FOXD2,neg,4,JUNB,pos,1,0.0,6.302521008403361
GATA1_pos_8,STAT1_pos_8,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,GATA1,pos,8,STAT1,pos,8,0.14285714285714285,5.402160864345738
FOXO4_neg_4,JUNB_pos_1,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,FOXO4,neg,4,JUNB,pos,1,0.0,6.302521008403361
FOXO6_neg_4,JUNB_pos_1,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,FOXO6,neg,4,JUNB,pos,1,0.0,6.302521008403361
FOXP3_neg_4,JUNB_pos_1,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,FOXP3,neg,4,JUNB,pos,1,0.0,6.302521008403361
PBX1_pos_8,STAT1_pos_8,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,PBX1,pos,8,STAT1,pos,8,0.03333333333333333,6.092436974789916
PROP1_neg_2,JUNB_pos_1,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,PROP1,neg,2,JUNB,pos,1,0.08333333333333333,5.777310924369748
MYF6_pos_2,TFAP4_pos_2,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,MYF6,pos,2,TFAP4,pos,2,0.16,5.294117647058823
FOXI1_neg_4,JUNB_pos_1,0.04666666666666667,0.11333333333333333,5,0.7142857142857142,6.302521008403361,0.028044444444444445,3.1033333333333326,0.8825174825174825,1,1,FOXI1,neg,4,JUNB,pos,1,0.0,6.302521008403361
NFYA_pos_0,YY1_pos_0,0.07333333333333333,0.08666666666666667,6,0.5454545454545454,6.293706293706293,0.03364444444444444,2.009333333333333,0.907673860911271,1,1,NFYA,pos,0,YY1,pos,0,0.14814814814814814,5.361305361305361
FOXO3_pos_2,TCF4_pos_2,0.05333333333333334,0.1,5,0.625,6.25,0.027999999999999997,2.4,0.8873239436619719,1,1,FOXO3,pos,2,TCF4,pos,2,0.12,5.5
RAX_neg_1,LMX1B_neg_1,0.08,0.10666666666666667,8,0.6666666666666667,6.25,0.044800000000000006,2.6800000000000006,0.9130434782608695,1,1,RAX,neg,1,LMX1B,neg,1,0.36363636363636365,3.977272727272727
HIF1A_pos_1,PITX3_pos_1,0.05333333333333334,0.1,5,0.625,6.25,0.027999999999999997,2.4,0.8873239436619719,1,1,HIF1A,pos,1,PITX3,pos,1,0.08695652173913043,5.7065217391304355
SHOX_neg_1,ALX3_neg_1,0.10666666666666667,0.12,12,0.75,6.25,0.0672,3.52,0.9402985074626865,1,1,SHOX,neg,1,ALX3,neg,1,0.5,3.125
NR4A2_neg_1,NR2F2_neg_1,0.08,0.13333333333333333,10,0.8333333333333333,6.249999999999999,0.056,5.1999999999999975,0.9130434782608695,1,1,NR4A2,neg,1,NR2F2,neg,1,0.3055555555555556,4.340277777777777
RFX4_neg_0,NR2F1_neg_0,0.07333333333333333,0.07333333333333333,5,0.45454545454545453,6.198347107438016,0.027955555555555553,1.698888888888889,0.9050359712230216,1,1,RFX4,neg,0,NR2F1,neg,0,0.08695652173913043,5.659360402443406
FOSB_pos_1,HNF1B_pos_1,0.07333333333333333,0.07333333333333333,5,0.45454545454545453,6.198347107438016,0.027955555555555553,1.698888888888889,0.9050359712230216,1,1,FOSB,pos,1,HNF1B,pos,1,0.09523809523809523,5.608028335301062
HNF1B_pos_1,FOSB_pos_1,0.07333333333333333,0.07333333333333333,5,0.45454545454545453,6.198347107438016,0.027955555555555553,1.698888888888889,0.9050359712230216,1,1,HNF1B,pos,1,FOSB,pos,1,0.09523809523809523,5.608028335301062
NR2F1_neg_0,RFX4_neg_0,0.07333333333333333,0.07333333333333333,5,0.45454545454545453,6.198347107438016,0.027955555555555553,1.698888888888889,0.9050359712230216,1,1,NR2F1,neg,0,RFX4,neg,0,0.08695652173913043,5.659360402443406
GRHL2_pos_8,STAT1_pos_8,0.06666666666666667,0.11333333333333333,7,0.7000000000000001,6.176470588235295,0.03911111111111111,2.955555555555556,0.8979591836734694,1,1,GRHL2,pos,8,STAT1,pos,8,0.13793103448275862,5.324543610547668
HES5_neg_0,NEUROD1_neg_0,0.04666666666666667,0.14,6,0.8571428571428571,6.1224489795918355,0.033466666666666665,6.019999999999998,0.8776223776223775,1,1,HES5,neg,0,NEUROD1,neg,0,0.125,5.357142857142856
LMX1A_neg_1,ALX3_neg_1,0.1,0.12,11,0.7333333333333333,6.111111111111111,0.06133333333333334,3.2999999999999994,0.9292929292929293,1,1,LMX1A,neg,1,ALX3,neg,1,0.4583333333333333,3.3101851851851856
UNCX_neg_1,ALX3_neg_1,0.1,0.12,11,0.7333333333333333,6.111111111111111,0.06133333333333334,3.2999999999999994,0.9292929292929293,1,1,UNCX,neg,1,ALX3,neg,1,0.4583333333333333,3.3101851851851856
HOXB3_neg_1,GBX2_neg_1,0.10666666666666667,0.11333333333333333,11,0.6875,6.0661764705882355,0.06124444444444445,2.8373333333333335,0.9348710990502037,1,1,HOXB3,neg,1,GBX2,neg,1,0.4782608695652174,3.1649616368286444
HOXB3_neg_1,GSX1_neg_1,0.10666666666666667,0.11333333333333333,11,0.6875,6.0661764705882355,0.06124444444444445,2.8373333333333335,0.9348710990502037,1,1,HOXB3,neg,1,GSX1,neg,1,0.4782608695652174,3.1649616368286444
MSC_pos_2,NHLH1_pos_2,0.08666666666666667,0.14,11,0.8461538461538461,6.043956043956043,0.0612,5.59,0.913735899137359,1,1,MSC,pos,2,NHLH1,pos,2,0.2903225806451613,4.289259127968805
HOXB2_neg_1,MNX1_neg_1,0.11333333333333333,0.12666666666666668,13,0.7647058823529412,6.037151702786377,0.07231111111111112,3.7116666666666673,0.9410063620589937,1,1,HOXB2,neg,1,MNX1,neg,1,0.52,2.897832817337461
HNF1B_pos_1,NOTO_pos_1,0.07333333333333333,0.10666666666666667,7,0.6363636363636364,5.965909090909091,0.038844444444444445,2.4566666666666666,0.8982528263103803,1,1,HNF1B,pos,1,NOTO,pos,1,0.12,5.25
FOXK2_pos_2,ID4_pos_2,0.06,0.09333333333333334,5,0.5555555555555556,5.9523809523809526,0.027733333333333332,2.04,0.8851063829787235,1,1,FOXK2,pos,2,ID4,pos,2,0.08,5.476190476190476
LEF1_neg_4,PBX3_neg_4,0.06,0.09333333333333334,5,0.5555555555555556,5.9523809523809526,0.027733333333333332,2.04,0.8851063829787235,1,1,LEF1,neg,4,PBX3,neg,4,0.09090909090909091,5.411255411255412
FOXG1_pos_2,ID4_pos_2,0.06,0.09333333333333334,5,0.5555555555555556,5.9523809523809526,0.027733333333333332,2.04,0.8851063829787235,1,1,FOXG1,pos,2,ID4,pos,2,0.08333333333333333,5.4563492063492065
MIXL1_neg_1,MNX1_neg_1,0.08,0.12666666666666668,9,0.75,5.921052631578947,0.04986666666666666,3.493333333333333,0.9033816425120772,1,1,MIXL1,neg,1,MNX1,neg,1,0.43478260869565216,3.3466819221967965
HOXB3_neg_1,MNX1_neg_1,0.10666666666666667,0.12666666666666668,12,0.75,5.921052631578947,0.06648888888888889,3.493333333333333,0.9303482587064676,1,1,HOXB3,neg,1,MNX1,neg,1,0.4230769230769231,3.4159919028340076
EHF_neg_1,ELF3_neg_1,0.14,0.15333333333333332,19,0.9047619047619048,5.900621118012423,0.10520000000000002,8.89,0.9657282741738067,1,1,EHF,neg,1,ELF3,neg,1,0.6666666666666666,1.9668737060041412
PRDM1_pos_0,TFAP2B_pos_0,0.08,0.11333333333333333,8,0.6666666666666667,5.882352941176472,0.04426666666666667,2.6600000000000006,0.9021739130434782,1,1,PRDM1,pos,0,TFAP2B,pos,0,0.125,5.147058823529413
HNF1B_pos_1,JUN_pos_1,0.07333333333333333,0.09333333333333334,6,0.5454545454545454,5.844155844155844,0.033155555555555556,1.9946666666666664,0.8944844124700241,1,1,HNF1B,pos,1,JUN,pos,1,0.14814814814814814,4.978354978354978
IRF5_neg_2,BACH2_neg_2,0.07333333333333333,0.09333333333333334,6,0.5454545454545454,5.844155844155844,0.033155555555555556,1.9946666666666664,0.8944844124700241,1,1,IRF5,neg,2,BACH2,neg,2,0.17391304347826086,4.827780914737436
SIX2_neg_4,PBX3_neg_4,0.07333333333333333,0.09333333333333334,6,0.5454545454545454,5.844155844155844,0.033155555555555556,1.9946666666666664,0.8944844124700241,1,1,SIX2,neg,4,PBX3,neg,4,0.13043478260869565,5.081874647092038
HNF1B_pos_1,HES5_pos_1,0.07333333333333333,0.09333333333333334,6,0.5454545454545454,5.844155844155844,0.033155555555555556,1.9946666666666664,0.8944844124700241,1,1,HNF1B,pos,1,HES5,pos,1,0.12,5.142857142857142
PRDM1_pos_0,TFAP2A_pos_0,0.08,0.1,7,0.5833333333333334,5.833333333333333,0.03866666666666667,2.16,0.9006211180124223,1,1,PRDM1,pos,0,TFAP2A,pos,0,0.09375,5.286458333333333
PRDM1_pos_0,YY1_pos_0,0.08,0.08666666666666667,6,0.5,5.769230769230769,0.03306666666666667,1.8266666666666667,0.8985507246376812,1,1,PRDM1,pos,0,YY1,pos,0,0.0967741935483871,5.2109181141439205
LMX1B_neg_1,ALX3_neg_1,0.10666666666666667,0.12,11,0.6875,5.729166666666667,0.060533333333333335,2.816,0.9240162822252376,1,1,LMX1B,neg,1,ALX3,neg,1,0.44,3.208333333333334
HOXB2_neg_1,GBX2_neg_1,0.11333333333333333,0.11333333333333333,11,0.6470588235294118,5.709342560553634,0.06048888888888889,2.512222222222223,0.9302802460697197,1,1,HOXB2,neg,1,GBX2,neg,1,0.4,3.4256055363321805
GBX2_neg_1,HOXB2_neg_1,0.11333333333333333,0.11333333333333333,11,0.6470588235294118,5.709342560553634,0.06048888888888889,2.512222222222223,0.9302802460697197,1,1,GBX2,neg,1,HOXB2,neg,1,0.4,3.4256055363321805
FOXO4_neg_4,FOSL2_pos_1,0.04666666666666667,0.12666666666666668,5,0.7142857142857142,5.639097744360901,0.027422222222222223,3.0566666666666653,0.8629370629370628,1,1,FOXO4,neg,4,FOSL2,pos,1,0.0,5.639097744360901
PROP1_neg_2,FOSL2_pos_1,0.04666666666666667,0.12666666666666668,5,0.7142857142857142,5.639097744360901,0.027422222222222223,3.0566666666666653,0.8629370629370628,1,1,PROP1,neg,2,FOSL2,pos,1,0.07407407407407407,5.221386800334168
