antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_len,consequents_len,antecedents_TF_motif,antecedents_dir,antecedents_time,consequents_TF_motif,consequents_dir,consequents_time,TF_peak_jaccard,peak_adj_lift
UNCX_pos_2,ESX1_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,UNCX,pos,2,ESX1,pos,2,0.5,7.031249999999999
ESX1_pos_2,UNCX_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,ESX1,pos,2,UNCX,pos,2,0.5,7.031249999999999
ESX1_pos_2,SHOX_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,ESX1,pos,2,SHOX,pos,2,0.5,7.031249999999999
ESX1_pos_2,LMX1A_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,ESX1,pos,2,LMX1A,pos,2,0.5,7.031249999999999
ESX1_pos_2,LMX1B_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,ESX1,pos,2,LMX1B,pos,2,0.5,7.031249999999999
LMX1B_pos_2,ESX1_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,LMX1B,pos,2,ESX1,pos,2,0.5,7.031249999999999
SHOX_pos_2,ESX1_pos_2,0.05333333333333334,0.05333333333333334,6,0.75,14.062499999999998,0.03715555555555555,3.7866666666666666,0.9812206572769953,1,1,SHOX,pos,2,ESX1,pos,2,0.5,7.031249999999999
ZBTB7C_neg_6,ZBTB7B_neg_6,0.04,0.06,5,0.8333333333333333,13.888888888888888,0.030933333333333334,5.639999999999997,0.9666666666666667,1,1,ZBTB7C,neg,6,ZBTB7B,neg,6,0.5,6.944444444444444
EGR1_neg_7,EGR3_neg_7,0.05333333333333334,0.07333333333333333,8,1.0,13.636363636363637,0.04942222222222223,inf,0.9788732394366199,1,1,EGR1,neg,7,EGR3,neg,7,0.6153846153846154,5.244755244755244
FOXD2_pos_8,FOXI1_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXD2,pos,8,FOXI1,pos,8,1.0,0.0
FOXO4_pos_8,FOXO6_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO4,pos,8,FOXO6,pos,8,1.0,0.0
FOXP1_pos_8,FOXO6_pos_8,0.05333333333333334,0.07333333333333333,8,1.0,13.636363636363637,0.04942222222222223,inf,0.9788732394366199,1,1,FOXP1,pos,8,FOXO6,pos,8,0.6363636363636364,4.958677685950414
FOXD2_pos_8,FOXP3_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXD2,pos,8,FOXP3,pos,8,1.0,0.0
FOXD2_pos_8,FOXO6_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXD2,pos,8,FOXO6,pos,8,1.0,0.0
FOXP3_pos_8,FOXD2_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXP3,pos,8,FOXD2,pos,8,1.0,0.0
FOXP1_pos_8,FOXD2_pos_8,0.05333333333333334,0.07333333333333333,8,1.0,13.636363636363637,0.04942222222222223,inf,0.9788732394366199,1,1,FOXP1,pos,8,FOXD2,pos,8,0.6363636363636364,4.958677685950414
FOXI1_pos_8,FOXD2_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXI1,pos,8,FOXD2,pos,8,1.0,0.0
FOXO6_pos_8,FOXO4_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO6,pos,8,FOXO4,pos,8,1.0,0.0
FOXI1_pos_8,FOXP3_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXI1,pos,8,FOXP3,pos,8,1.0,0.0
FOXP3_pos_8,FOXI1_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXP3,pos,8,FOXI1,pos,8,1.0,0.0
FOXO4_pos_8,FOXI1_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO4,pos,8,FOXI1,pos,8,1.0,0.0
FOXI1_pos_8,FOXO4_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXI1,pos,8,FOXO4,pos,8,1.0,0.0
FOXI1_pos_8,FOXO6_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXI1,pos,8,FOXO6,pos,8,1.0,0.0
FOXO6_pos_8,FOXI1_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO6,pos,8,FOXI1,pos,8,1.0,0.0
FOXO4_pos_8,FOXD2_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO4,pos,8,FOXD2,pos,8,1.0,0.0
FOXP1_pos_8,FOXI1_pos_8,0.05333333333333334,0.07333333333333333,8,1.0,13.636363636363637,0.04942222222222223,inf,0.9788732394366199,1,1,FOXP1,pos,8,FOXI1,pos,8,0.6363636363636364,4.958677685950414
FOXO6_pos_8,FOXP3_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO6,pos,8,FOXP3,pos,8,1.0,0.0
FOXD2_pos_8,FOXO4_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXD2,pos,8,FOXO4,pos,8,1.0,0.0
SNAI2_neg_4,TCF4_neg_4,0.05333333333333334,0.07333333333333333,8,1.0,13.636363636363637,0.04942222222222223,inf,0.9788732394366199,1,1,SNAI2,neg,4,TCF4,neg,4,0.75,3.409090909090909
FOXP3_pos_8,FOXO4_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXP3,pos,8,FOXO4,pos,8,1.0,0.0
FOXP1_pos_8,FOXP3_pos_8,0.05333333333333334,0.07333333333333333,8,1.0,13.636363636363637,0.04942222222222223,inf,0.9788732394366199,1,1,FOXP1,pos,8,FOXP3,pos,8,0.6363636363636364,4.958677685950414
FOXP1_pos_8,FOXO4_pos_8,0.05333333333333334,0.07333333333333333,8,1.0,13.636363636363637,0.04942222222222223,inf,0.9788732394366199,1,1,FOXP1,pos,8,FOXO4,pos,8,0.6363636363636364,4.958677685950414
FOXO6_pos_8,FOXD2_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO6,pos,8,FOXD2,pos,8,1.0,0.0
RFX2_neg_0,RFX4_neg_0,0.04666666666666667,0.07333333333333333,7,1.0,13.636363636363637,0.043244444444444446,inf,0.9720279720279721,1,1,RFX2,neg,0,RFX4,neg,0,0.5833333333333334,5.681818181818182
FOXO4_pos_8,FOXP3_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXO4,pos,8,FOXP3,pos,8,1.0,0.0
FOXP3_pos_8,FOXO6_pos_8,0.07333333333333333,0.07333333333333333,11,1.0,13.636363636363637,0.06795555555555556,inf,1.0,1,1,FOXP3,pos,8,FOXO6,pos,8,1.0,0.0
JUN_neg_6,JUNB_neg_6,0.04666666666666667,0.05333333333333334,5,0.7142857142857142,13.39285714285714,0.030844444444444445,3.313333333333332,0.9706293706293706,1,1,JUN,neg,6,JUNB,neg,6,0.3333333333333333,8.928571428571429
POU5F1B_pos_8,POU5F1_pos_8,0.04666666666666667,0.05333333333333334,5,0.7142857142857142,13.39285714285714,0.030844444444444445,3.313333333333332,0.9706293706293706,1,1,POU5F1B,pos,8,POU5F1,pos,8,0.38461538461538464,8.241758241758241
JUN_neg_6,FOSL2_neg_6,0.04666666666666667,0.05333333333333334,5,0.7142857142857142,13.39285714285714,0.030844444444444445,3.313333333333332,0.9706293706293706,1,1,JUN,neg,6,FOSL2,neg,6,0.5294117647058824,6.30252100840336
POU3F4_pos_8,POU5F1_pos_8,0.04666666666666667,0.05333333333333334,5,0.7142857142857142,13.39285714285714,0.030844444444444445,3.313333333333332,0.9706293706293706,1,1,POU3F4,pos,8,POU5F1,pos,8,0.46153846153846156,7.21153846153846
FOXK2_neg_4,FOXB1_neg_4,0.04666666666666667,0.05333333333333334,5,0.7142857142857142,13.39285714285714,0.030844444444444445,3.313333333333332,0.9706293706293706,1,1,FOXK2,neg,4,FOXB1,neg,4,0.5,6.69642857142857
FOXK1_pos_8,FOXP1_pos_8,0.04666666666666667,0.05333333333333334,5,0.7142857142857142,13.39285714285714,0.030844444444444445,3.313333333333332,0.9706293706293706,1,1,FOXK1,pos,8,FOXP1,pos,8,0.42105263157894735,7.753759398496239
TGIF2_pos_4,PKNOX2_pos_4,0.06,0.06666666666666667,8,0.888888888888889,13.333333333333334,0.04933333333333334,8.400000000000006,0.9840425531914895,1,1,TGIF2,pos,4,PKNOX2,pos,4,0.6923076923076923,4.102564102564103
SHOX_pos_2,GSX1_pos_2,0.05333333333333334,0.06666666666666667,7,0.875,13.125,0.043111111111111114,7.466666666666667,0.9758551307847082,1,1,SHOX,pos,2,GSX1,pos,2,0.5384615384615384,6.057692307692308
LMX1A_pos_2,GSX1_pos_2,0.05333333333333334,0.06666666666666667,7,0.875,13.125,0.043111111111111114,7.466666666666667,0.9758551307847082,1,1,LMX1A,pos,2,GSX1,pos,2,0.5384615384615384,6.057692307692308
LMX1B_pos_2,GSX1_pos_2,0.05333333333333334,0.06666666666666667,7,0.875,13.125,0.043111111111111114,7.466666666666667,0.9758551307847082,1,1,LMX1B,pos,2,GSX1,pos,2,0.5384615384615384,6.057692307692308
UNCX_pos_2,GSX1_pos_2,0.05333333333333334,0.06666666666666667,7,0.875,13.125,0.043111111111111114,7.466666666666667,0.9758551307847082,1,1,UNCX,pos,2,GSX1,pos,2,0.5384615384615384,6.057692307692308
FOXB1_neg_4,FOXC2_neg_4,0.05333333333333334,0.06666666666666667,7,0.875,13.125,0.043111111111111114,7.466666666666667,0.9758551307847082,1,1,FOXB1,neg,4,FOXC2,neg,4,0.6666666666666666,4.375000000000001
FOXK2_pos_2,FOXP1_pos_2,0.06,0.08,9,1.0,12.5,0.0552,inf,0.9787234042553192,1,1,FOXK2,pos,2,FOXP1,pos,2,0.7857142857142857,2.678571428571429
FOXO3_pos_2,FOXK2_pos_2,0.05333333333333334,0.06,6,0.75,12.5,0.0368,3.76,0.971830985915493,1,1,FOXO3,pos,2,FOXK2,pos,2,0.46153846153846156,6.730769230769231
TFAP2B_neg_6,TFAP2A_neg_6,0.06666666666666667,0.07333333333333333,9,0.9,12.272727272727273,0.05511111111111111,9.26666666666667,0.9841269841269841,1,1,TFAP2B,neg,6,TFAP2A,neg,6,0.6923076923076923,3.7762237762237767
NFYB_pos_0,NFYA_pos_0,0.06,0.07333333333333333,8,0.888888888888889,12.121212121212121,0.048933333333333336,8.340000000000005,0.976063829787234,1,1,NFYB,pos,0,NFYA,pos,0,0.6153846153846154,4.662004662004661
DUX4_pos_0,POU6F2_pos_0,0.04666666666666667,0.06,5,0.7142857142857142,11.904761904761903,0.030533333333333332,3.2899999999999987,0.9608391608391608,1,1,DUX4,pos,0,POU6F2,pos,0,0.1875,9.672619047619046
FOXK2_neg_4,FOXC1_neg_4,0.04666666666666667,0.06,5,0.7142857142857142,11.904761904761903,0.030533333333333332,3.2899999999999987,0.9608391608391608,1,1,FOXK2,neg,4,FOXC1,neg,4,0.38461538461538464,7.326007326007326
FOXK1_pos_8,FOXO4_pos_8,0.04666666666666667,0.07333333333333333,6,0.8571428571428571,11.688311688311687,0.03657777777777778,6.486666666666665,0.9592074592074591,1,1,FOXK1,pos,8,FOXO4,pos,8,0.5,5.844155844155844
FOXK1_pos_8,FOXD2_pos_8,0.04666666666666667,0.07333333333333333,6,0.8571428571428571,11.688311688311687,0.03657777777777778,6.486666666666665,0.9592074592074591,1,1,FOXK1,pos,8,FOXD2,pos,8,0.5,5.844155844155844
FOXK1_pos_8,FOXP3_pos_8,0.04666666666666667,0.07333333333333333,6,0.8571428571428571,11.688311688311687,0.03657777777777778,6.486666666666665,0.9592074592074591,1,1,FOXK1,pos,8,FOXP3,pos,8,0.5,5.844155844155844
FOXK1_pos_8,FOXO6_pos_8,0.04666666666666667,0.07333333333333333,6,0.8571428571428571,11.688311688311687,0.03657777777777778,6.486666666666665,0.9592074592074591,1,1,FOXK1,pos,8,FOXO6,pos,8,0.5,5.844155844155844
FOXK1_pos_8,FOXI1_pos_8,0.04666666666666667,0.07333333333333333,6,0.8571428571428571,11.688311688311687,0.03657777777777778,6.486666666666665,0.9592074592074591,1,1,FOXK1,pos,8,FOXI1,pos,8,0.5,5.844155844155844
FOXC1_neg_4,FOXC2_neg_4,0.06,0.06666666666666667,7,0.7777777777777778,11.666666666666668,0.04266666666666667,4.2,0.9726443768996962,1,1,FOXC1,neg,4,FOXC2,neg,4,0.5384615384615384,5.384615384615385
FOXP3_pos_2,FOXI1_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXP3,pos,2,FOXI1,pos,2,1.0,0.0
FOXK2_pos_2,FOXP3_pos_2,0.06,0.08666666666666667,9,1.0,11.538461538461538,0.0548,inf,0.971631205673759,1,1,FOXK2,pos,2,FOXP3,pos,2,0.7333333333333333,3.0769230769230775
MYF6_pos_2,MSC_pos_2,0.04666666666666667,0.08666666666666667,7,1.0,11.538461538461538,0.04262222222222222,inf,0.958041958041958,1,1,MYF6,pos,2,MSC,pos,2,0.4117647058823529,6.787330316742081
FOXI1_pos_2,FOXP3_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXI1,pos,2,FOXP3,pos,2,1.0,0.0
FOXO6_pos_2,FOXD2_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO6,pos,2,FOXD2,pos,2,1.0,0.0
FOXO6_pos_2,FOXO4_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO6,pos,2,FOXO4,pos,2,1.0,0.0
FOXD2_pos_2,FOXP3_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXD2,pos,2,FOXP3,pos,2,1.0,0.0
FOXP3_pos_2,FOXD2_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXP3,pos,2,FOXD2,pos,2,1.0,0.0
FOXP1_pos_2,FOXD2_pos_2,0.08,0.08666666666666667,12,1.0,11.538461538461538,0.07306666666666667,inf,0.9927536231884059,1,1,FOXP1,pos,2,FOXD2,pos,2,0.9333333333333333,0.769230769230769
FOXD2_pos_2,FOXO6_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXD2,pos,2,FOXO6,pos,2,1.0,0.0
FOXO4_pos_2,FOXO6_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO4,pos,2,FOXO6,pos,2,1.0,0.0
FOXO4_pos_2,FOXD2_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO4,pos,2,FOXD2,pos,2,1.0,0.0
FOXD2_pos_2,FOXO4_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXD2,pos,2,FOXO4,pos,2,1.0,0.0
FOXO3_pos_2,FOXO4_pos_2,0.05333333333333334,0.08666666666666667,8,1.0,11.538461538461538,0.048711111111111115,inf,0.9647887323943662,1,1,FOXO3,pos,2,FOXO4,pos,2,0.5333333333333333,5.384615384615385
FOXD2_pos_2,FOXI1_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXD2,pos,2,FOXI1,pos,2,1.0,0.0
FOXO3_pos_2,FOXP3_pos_2,0.05333333333333334,0.08666666666666667,8,1.0,11.538461538461538,0.048711111111111115,inf,0.9647887323943662,1,1,FOXO3,pos,2,FOXP3,pos,2,0.5333333333333333,5.384615384615385
FOXI1_pos_2,FOXD2_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXI1,pos,2,FOXD2,pos,2,1.0,0.0
FOXO3_pos_2,FOXO6_pos_2,0.05333333333333334,0.08666666666666667,8,1.0,11.538461538461538,0.048711111111111115,inf,0.9647887323943662,1,1,FOXO3,pos,2,FOXO6,pos,2,0.5333333333333333,5.384615384615385
FOXO3_pos_2,FOXD2_pos_2,0.05333333333333334,0.08666666666666667,8,1.0,11.538461538461538,0.048711111111111115,inf,0.9647887323943662,1,1,FOXO3,pos,2,FOXD2,pos,2,0.5333333333333333,5.384615384615385
FOXP3_pos_2,FOXO4_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXP3,pos,2,FOXO4,pos,2,1.0,0.0
FOXO4_pos_2,FOXP3_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO4,pos,2,FOXP3,pos,2,1.0,0.0
FOXP1_pos_2,FOXO4_pos_2,0.08,0.08666666666666667,12,1.0,11.538461538461538,0.07306666666666667,inf,0.9927536231884059,1,1,FOXP1,pos,2,FOXO4,pos,2,0.9333333333333333,0.769230769230769
FOXK2_pos_2,FOXD2_pos_2,0.06,0.08666666666666667,9,1.0,11.538461538461538,0.0548,inf,0.971631205673759,1,1,FOXK2,pos,2,FOXD2,pos,2,0.7333333333333333,3.0769230769230775
FOXP1_pos_2,FOXI1_pos_2,0.08,0.08666666666666667,12,1.0,11.538461538461538,0.07306666666666667,inf,0.9927536231884059,1,1,FOXP1,pos,2,FOXI1,pos,2,0.9333333333333333,0.769230769230769
FOXK2_pos_2,FOXI1_pos_2,0.06,0.08666666666666667,9,1.0,11.538461538461538,0.0548,inf,0.971631205673759,1,1,FOXK2,pos,2,FOXI1,pos,2,0.7333333333333333,3.0769230769230775
FOXI1_pos_2,FOXO6_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXI1,pos,2,FOXO6,pos,2,1.0,0.0
FOXK2_pos_2,FOXO6_pos_2,0.06,0.08666666666666667,9,1.0,11.538461538461538,0.0548,inf,0.971631205673759,1,1,FOXK2,pos,2,FOXO6,pos,2,0.7333333333333333,3.0769230769230775
FOXP1_pos_2,FOXP3_pos_2,0.08,0.08666666666666667,12,1.0,11.538461538461538,0.07306666666666667,inf,0.9927536231884059,1,1,FOXP1,pos,2,FOXP3,pos,2,0.9333333333333333,0.769230769230769
FOXO6_pos_2,FOXI1_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO6,pos,2,FOXI1,pos,2,1.0,0.0
FOXK2_pos_2,FOXO4_pos_2,0.06,0.08666666666666667,9,1.0,11.538461538461538,0.0548,inf,0.971631205673759,1,1,FOXK2,pos,2,FOXO4,pos,2,0.7333333333333333,3.0769230769230775
FOXP3_pos_2,FOXO6_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXP3,pos,2,FOXO6,pos,2,1.0,0.0
FOXO6_pos_2,FOXP3_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO6,pos,2,FOXP3,pos,2,1.0,0.0
FOXP1_pos_2,FOXO6_pos_2,0.08,0.08666666666666667,12,1.0,11.538461538461538,0.07306666666666667,inf,0.9927536231884059,1,1,FOXP1,pos,2,FOXO6,pos,2,0.9333333333333333,0.769230769230769
NR3C1_pos_0,YY1_pos_0,0.03333333333333333,0.08666666666666667,5,1.0,11.538461538461538,0.030444444444444444,inf,0.9448275862068966,1,1,NR3C1,pos,0,YY1,pos,0,0.13636363636363635,9.965034965034965
FOXI1_pos_2,FOXO4_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXI1,pos,2,FOXO4,pos,2,1.0,0.0
FOXO3_pos_2,FOXI1_pos_2,0.05333333333333334,0.08666666666666667,8,1.0,11.538461538461538,0.048711111111111115,inf,0.9647887323943662,1,1,FOXO3,pos,2,FOXI1,pos,2,0.5333333333333333,5.384615384615385
FOXO4_pos_2,FOXI1_pos_2,0.08666666666666667,0.08666666666666667,13,1.0,11.538461538461538,0.07915555555555556,inf,1.0,1,1,FOXO4,pos,2,FOXI1,pos,2,1.0,0.0
SP8_neg_8,KLF9_neg_8,0.08,0.08,11,0.9166666666666666,11.458333333333332,0.06693333333333333,11.039999999999996,0.9920948616600789,1,1,SP8,neg,8,KLF9,neg,8,0.42105263157894735,6.633771929824561
KLF9_neg_8,SP8_neg_8,0.08,0.08,11,0.9166666666666666,11.458333333333332,0.06693333333333333,11.039999999999996,0.9920948616600789,1,1,KLF9,neg,8,SP8,neg,8,0.42105263157894735,6.633771929824561
LHX6_pos_2,GSX1_pos_2,0.05333333333333334,0.06666666666666667,6,0.75,11.25,0.036444444444444446,3.7333333333333334,0.9624413145539906,1,1,LHX6,pos,2,GSX1,pos,2,0.35714285714285715,7.232142857142857
FOXK2_pos_2,FOXG1_pos_2,0.06,0.06,6,0.6666666666666667,11.111111111111112,0.0364,2.8200000000000003,0.9680851063829787,1,1,FOXK2,pos,2,FOXG1,pos,2,0.4,6.666666666666667
FOXG1_pos_2,FOXK2_pos_2,0.06,0.06,6,0.6666666666666667,11.111111111111112,0.0364,2.8200000000000003,0.9680851063829787,1,1,FOXG1,pos,2,FOXK2,pos,2,0.4,6.666666666666667
FOXO3_pos_2,FOXP1_pos_2,0.05333333333333334,0.08,7,0.875,10.9375,0.0424,7.36,0.959758551307847,1,1,FOXO3,pos,2,FOXP1,pos,2,0.4666666666666667,5.833333333333333
FOSB_pos_1,JUND_pos_1,0.07333333333333333,0.09333333333333334,11,1.0,10.714285714285714,0.06648888888888889,inf,0.9784172661870503,1,1,FOSB,pos,1,JUND,pos,1,0.6111111111111112,4.166666666666666
FOXD2_neg_4,FOXC2_neg_4,0.04666666666666667,0.06666666666666667,5,0.7142857142857142,10.714285714285714,0.03022222222222222,3.2666666666666657,0.9510489510489509,1,1,FOXD2,neg,4,FOXC2,neg,4,0.38461538461538464,6.593406593406593
FOXI1_neg_4,FOXC2_neg_4,0.04666666666666667,0.06666666666666667,5,0.7142857142857142,10.714285714285714,0.03022222222222222,3.2666666666666657,0.9510489510489509,1,1,FOXI1,neg,4,FOXC2,neg,4,0.38461538461538464,6.593406593406593
FOXK2_neg_4,FOXC2_neg_4,0.04666666666666667,0.06666666666666667,5,0.7142857142857142,10.714285714285714,0.03022222222222222,3.2666666666666657,0.9510489510489509,1,1,FOXK2,neg,4,FOXC2,neg,4,0.42857142857142855,6.1224489795918355
FOXO4_neg_4,FOXC2_neg_4,0.04666666666666667,0.06666666666666667,5,0.7142857142857142,10.714285714285714,0.03022222222222222,3.2666666666666657,0.9510489510489509,1,1,FOXO4,neg,4,FOXC2,neg,4,0.38461538461538464,6.593406593406593
FOXO6_neg_4,FOXC2_neg_4,0.04666666666666667,0.06666666666666667,5,0.7142857142857142,10.714285714285714,0.03022222222222222,3.2666666666666657,0.9510489510489509,1,1,FOXO6,neg,4,FOXC2,neg,4,0.38461538461538464,6.593406593406593
FOXP3_neg_4,FOXC2_neg_4,0.04666666666666667,0.06666666666666667,5,0.7142857142857142,10.714285714285714,0.03022222222222222,3.2666666666666657,0.9510489510489509,1,1,FOXP3,neg,4,FOXC2,neg,4,0.38461538461538464,6.593406593406593
MAX_neg_8,KLF16_neg_8,0.03333333333333333,0.09333333333333334,5,1.0,10.714285714285714,0.03022222222222222,inf,0.9379310344827586,1,1,MAX,neg,8,KLF16,neg,8,0.21052631578947367,8.458646616541353
FOXG1_pos_2,FOXP3_pos_2,0.06,0.08666666666666667,8,0.888888888888889,10.256410256410257,0.048133333333333334,8.220000000000004,0.9601063829787234,1,1,FOXG1,pos,2,FOXP3,pos,2,0.47058823529411764,5.429864253393665
FOXG1_pos_2,FOXI1_pos_2,0.06,0.08666666666666667,8,0.888888888888889,10.256410256410257,0.048133333333333334,8.220000000000004,0.9601063829787234,1,1,FOXG1,pos,2,FOXI1,pos,2,0.47058823529411764,5.429864253393665
FOXG1_pos_2,FOXO6_pos_2,0.06,0.08666666666666667,8,0.888888888888889,10.256410256410257,0.048133333333333334,8.220000000000004,0.9601063829787234,1,1,FOXG1,pos,2,FOXO6,pos,2,0.47058823529411764,5.429864253393665
FOXG1_pos_2,FOXO4_pos_2,0.06,0.08666666666666667,8,0.888888888888889,10.256410256410257,0.048133333333333334,8.220000000000004,0.9601063829787234,1,1,FOXG1,pos,2,FOXO4,pos,2,0.47058823529411764,5.429864253393665
FOXG1_pos_2,FOXD2_pos_2,0.06,0.08666666666666667,8,0.888888888888889,10.256410256410257,0.048133333333333334,8.220000000000004,0.9601063829787234,1,1,FOXG1,pos,2,FOXD2,pos,2,0.47058823529411764,5.429864253393665
TFDP1_neg_7,EGR3_neg_7,0.05333333333333334,0.07333333333333333,6,0.75,10.227272727272727,0.03608888888888889,3.7066666666666666,0.9530516431924884,1,1,TFDP1,neg,7,EGR3,neg,7,0.2857142857142857,7.305194805194805
ID4_pos_2,TCF4_pos_2,0.09333333333333334,0.1,14,1.0,10.0,0.084,inf,0.9926470588235294,1,1,ID4,pos,2,TCF4,pos,2,0.8,1.9999999999999996
UNCX_neg_1,LMX1A_neg_1,0.1,0.1,15,1.0,10.0,0.09,inf,0.9999999999999999,1,1,UNCX,neg,1,LMX1A,neg,1,1.0,0.0
EGR1_neg_7,SP2_neg_7,0.05333333333333334,0.1,8,1.0,10.0,0.048,inf,0.9507042253521127,1,1,EGR1,neg,7,SP2,neg,7,0.42105263157894735,5.7894736842105265
FOSB_pos_1,FOS_pos_1,0.07333333333333333,0.1,11,1.0,10.0,0.066,inf,0.9712230215827338,1,1,FOSB,pos,1,FOS,pos,1,0.55,4.5
LMX1A_neg_1,UNCX_neg_1,0.1,0.1,15,1.0,10.0,0.09,inf,0.9999999999999999,1,1,LMX1A,neg,1,UNCX,neg,1,1.0,0.0
JUND_pos_1,FOS_pos_1,0.09333333333333334,0.1,14,1.0,10.0,0.084,inf,0.9926470588235294,1,1,JUND,pos,1,FOS,pos,1,0.9,0.9999999999999998
